date,region_group,일별_합계,산불발생여부
2017-01-07,대구/경북,0,0
2017-01-08,대구/경북,0,0
2017-01-09,대구/경북,0,0
2017-01-10,대구/경북,0,0
2017-01-11,대구/경북,1,1
2017-01-12,대구/경북,0,0
2017-01-13,대구/경북,0,0
2017-01-14,대구/경북,0,0
2017-01-15,대구/경북,0,0
2017-01-16,대구/경북,0,0
2017-01-17,대구/경북,0,0
2017-01-18,대구/경북,0,0
2017-01-19,대구/경북,0,0
2017-01-20,대구/경북,0,0
2017-01-21,대구/경북,0,0
2017-01-22,대구/경북,0,0
2017-01-23,대구/경북,0,0
2017-01-24,대구/경북,0,0
2017-01-25,대구/경북,0,0
2017-01-26,대구/경북,1,1
2017-01-27,대구/경북,0,0
2017-01-28,대구/경북,0,0
2017-01-29,대구/경북,0,0
2017-01-30,대구/경북,0,0
2017-01-31,대구/경북,0,0
2017-02-01,대구/경북,0,0
2017-02-02,대구/경북,2,1
2017-02-03,대구/경북,1,1
2017-02-04,대구/경북,2,1
2017-02-05,대구/경북,0,0
2017-02-06,대구/경북,0,0
2017-02-07,대구/경북,0,0
2017-02-08,대구/경북,0,0
2017-02-09,대구/경북,1,1
2017-02-10,대구/경북,1,1
2017-02-11,대구/경북,0,0
2017-02-12,대구/경북,1,1
2017-02-13,대구/경북,0,0
2017-02-14,대구/경북,0,0
2017-02-15,대구/경북,0,0
2017-02-16,대구/경북,1,1
2017-02-17,대구/경북,0,0
2017-02-18,대구/경북,0,0
2017-02-19,대구/경북,0,0
2017-02-20,대구/경북,0,0
2017-02-21,대구/경북,0,0
2017-02-22,대구/경북,0,0
2017-02-23,대구/경북,0,0
2017-02-24,대구/경북,0,0
2017-02-25,대구/경북,0,0
2017-02-26,대구/경북,0,0
2017-02-27,대구/경북,0,0
2017-02-28,대구/경북,1,1
2017-03-01,대구/경북,0,0
2017-03-02,대구/경북,0,0
2017-03-03,대구/경북,0,0
2017-03-04,대구/경북,1,1
2017-03-05,대구/경북,1,1
2017-03-06,대구/경북,1,1
2017-03-07,대구/경북,0,0
2017-03-08,대구/경북,0,0
2017-03-09,대구/경북,1,1
2017-03-10,대구/경북,3,1
2017-03-11,대구/경북,3,1
2017-03-12,대구/경북,1,1
2017-03-13,대구/경북,2,1
2017-03-14,대구/경북,1,1
2017-03-15,대구/경북,1,1
2017-03-16,대구/경북,1,1
2017-03-17,대구/경북,0,0
2017-03-18,대구/경북,0,0
2017-03-19,대구/경북,4,1
2017-03-20,대구/경북,0,0
2017-03-21,대구/경북,1,1
2017-03-22,대구/경북,2,1
2017-03-23,대구/경북,1,1
2017-03-24,대구/경북,0,0
2017-03-25,대구/경북,0,0
2017-03-26,대구/경북,0,0
2017-03-27,대구/경북,0,0
2017-03-28,대구/경북,0,0
2017-03-29,대구/경북,0,0
2017-03-30,대구/경북,0,0
2017-03-31,대구/경북,0,0
2017-04-01,대구/경북,0,0
2017-04-02,대구/경북,0,0
2017-04-03,대구/경북,0,0
2017-04-04,대구/경북,0,0
2017-04-05,대구/경북,0,0
2017-04-06,대구/경북,0,0
2017-04-07,대구/경북,0,0
2017-04-08,대구/경북,0,0
2017-04-09,대구/경북,0,0
2017-04-10,대구/경북,0,0
2017-04-11,대구/경북,0,0
2017-04-12,대구/경북,0,0
2017-04-13,대구/경북,2,1
2017-04-14,대구/경북,0,0
2017-04-15,대구/경북,0,0
2017-04-16,대구/경북,0,0
2017-04-17,대구/경북,0,0
2017-04-18,대구/경북,0,0
2017-04-19,대구/경북,0,0
2017-04-20,대구/경북,0,0
2017-04-21,대구/경북,0,0
2017-04-22,대구/경북,0,0
2017-04-23,대구/경북,1,1
2017-04-24,대구/경북,0,0
2017-04-25,대구/경북,0,0
2017-04-26,대구/경북,1,1
2017-04-27,대구/경북,1,1
2017-04-28,대구/경북,2,1
2017-04-29,대구/경북,1,1
2017-04-30,대구/경북,1,1
2017-05-01,대구/경북,0,0
2017-05-02,대구/경북,0,0
2017-05-03,대구/경북,1,1
2017-05-04,대구/경북,1,1
2017-05-05,대구/경북,1,1
2017-05-06,대구/경북,4,1
2017-05-07,대구/경북,2,1
2017-05-08,대구/경북,0,0
2017-05-09,대구/경북,0,0
2017-05-10,대구/경북,0,0
2017-05-11,대구/경북,0,0
2017-05-12,대구/경북,0,0
2017-05-13,대구/경북,0,0
2017-05-14,대구/경북,0,0
2017-05-15,대구/경북,0,0
2017-05-16,대구/경북,0,0
2017-05-17,대구/경북,0,0
2017-05-18,대구/경북,0,0
2017-05-19,대구/경북,2,1
2017-05-20,대구/경북,0,0
2017-05-21,대구/경북,0,0
2017-05-22,대구/경북,1,1
2017-05-23,대구/경북,1,1
2017-05-24,대구/경북,0,0
2017-05-25,대구/경북,2,1
2017-05-26,대구/경북,2,1
2017-05-27,대구/경북,2,1
2017-05-28,대구/경북,2,1
2017-05-29,대구/경북,1,1
2017-05-30,대구/경북,2,1
2017-05-31,대구/경북,1,1
2017-06-01,대구/경북,1,1
2017-06-02,대구/경북,2,1
2017-06-03,대구/경북,2,1
2017-06-04,대구/경북,2,1
2017-06-05,대구/경북,1,1
2017-06-06,대구/경북,1,1
2017-06-07,대구/경북,0,0
2017-06-08,대구/경북,0,0
2017-06-09,대구/경북,1,1
2017-06-10,대구/경북,0,0
2017-06-11,대구/경북,1,1
2017-06-12,대구/경북,0,0
2017-06-13,대구/경북,0,0
2017-06-14,대구/경북,0,0
2017-06-15,대구/경북,1,1
2017-06-16,대구/경북,2,1
2017-06-17,대구/경북,1,1
2017-06-18,대구/경북,3,1
2017-06-19,대구/경북,1,1
2017-06-20,대구/경북,0,0
2017-06-21,대구/경북,0,0
2017-06-22,대구/경북,1,1
2017-06-23,대구/경북,3,1
2017-06-24,대구/경북,0,0
2017-06-25,대구/경북,0,0
2017-06-26,대구/경북,0,0
2017-06-27,대구/경북,0,0
2017-06-28,대구/경북,0,0
2017-06-29,대구/경북,0,0
2017-06-30,대구/경북,0,0
2017-07-01,대구/경북,0,0
2017-07-02,대구/경북,0,0
2017-07-03,대구/경북,0,0
2017-07-04,대구/경북,0,0
2017-07-05,대구/경북,0,0
2017-07-06,대구/경북,0,0
2017-07-07,대구/경북,0,0
2017-07-08,대구/경북,0,0
2017-07-09,대구/경북,0,0
2017-07-10,대구/경북,0,0
2017-07-11,대구/경북,0,0
2017-07-12,대구/경북,0,0
2017-07-13,대구/경북,0,0
2017-07-14,대구/경북,0,0
2017-07-15,대구/경북,0,0
2017-07-16,대구/경북,0,0
2017-07-17,대구/경북,0,0
2017-07-18,대구/경북,0,0
2017-07-19,대구/경북,0,0
2017-07-20,대구/경북,1,1
2017-07-21,대구/경북,0,0
2017-07-22,대구/경북,0,0
2017-07-23,대구/경북,0,0
2017-07-24,대구/경북,0,0
2017-07-25,대구/경북,0,0
2017-07-26,대구/경북,0,0
2017-07-27,대구/경북,0,0
2017-07-28,대구/경북,0,0
2017-07-29,대구/경북,0,0
2017-07-30,대구/경북,0,0
2017-07-31,대구/경북,0,0
2017-08-01,대구/경북,0,0
2017-08-02,대구/경북,0,0
2017-08-03,대구/경북,0,0
2017-08-04,대구/경북,0,0
2017-08-05,대구/경북,0,0
2017-08-06,대구/경북,0,0
2017-08-07,대구/경북,0,0
2017-08-08,대구/경북,0,0
2017-08-09,대구/경북,0,0
2017-08-10,대구/경북,0,0
2017-08-11,대구/경북,0,0
2017-08-12,대구/경북,0,0
2017-08-13,대구/경북,0,0
2017-08-14,대구/경북,0,0
2017-08-15,대구/경북,0,0
2017-08-16,대구/경북,0,0
2017-08-17,대구/경북,0,0
2017-08-18,대구/경북,0,0
2017-08-19,대구/경북,0,0
2017-08-20,대구/경북,0,0
2017-08-21,대구/경북,0,0
2017-08-22,대구/경북,0,0
2017-08-23,대구/경북,0,0
2017-08-24,대구/경북,0,0
2017-08-25,대구/경북,0,0
2017-08-26,대구/경북,0,0
2017-08-27,대구/경북,0,0
2017-08-28,대구/경북,0,0
2017-08-29,대구/경북,0,0
2017-08-30,대구/경북,0,0
2017-08-31,대구/경북,0,0
2017-09-01,대구/경북,0,0
2017-09-02,대구/경북,0,0
2017-09-03,대구/경북,0,0
2017-09-04,대구/경북,0,0
2017-09-05,대구/경북,0,0
2017-09-06,대구/경북,0,0
2017-09-07,대구/경북,0,0
2017-09-08,대구/경북,0,0
2017-09-09,대구/경북,0,0
2017-09-10,대구/경북,0,0
2017-09-11,대구/경북,0,0
2017-09-12,대구/경북,0,0
2017-09-13,대구/경북,0,0
2017-09-14,대구/경북,0,0
2017-09-15,대구/경북,0,0
2017-09-16,대구/경북,0,0
2017-09-17,대구/경북,0,0
2017-09-18,대구/경북,0,0
2017-09-19,대구/경북,0,0
2017-09-20,대구/경북,0,0
2017-09-21,대구/경북,0,0
2017-09-22,대구/경북,0,0
2017-09-23,대구/경북,0,0
2017-09-24,대구/경북,0,0
2017-09-25,대구/경북,0,0
2017-09-26,대구/경북,0,0
2017-09-27,대구/경북,0,0
2017-09-28,대구/경북,0,0
2017-09-29,대구/경북,0,0
2017-09-30,대구/경북,0,0
2017-10-01,대구/경북,0,0
2017-10-02,대구/경북,0,0
2017-10-03,대구/경북,0,0
2017-10-04,대구/경북,0,0
2017-10-05,대구/경북,0,0
2017-10-06,대구/경북,0,0
2017-10-07,대구/경북,0,0
2017-10-08,대구/경북,0,0
2017-10-09,대구/경북,0,0
2017-10-10,대구/경북,0,0
2017-10-11,대구/경북,0,0
2017-10-12,대구/경북,0,0
2017-10-13,대구/경북,0,0
2017-10-14,대구/경북,0,0
2017-10-15,대구/경북,0,0
2017-10-16,대구/경북,0,0
2017-10-17,대구/경북,0,0
2017-10-18,대구/경북,0,0
2017-10-19,대구/경북,0,0
2017-10-20,대구/경북,0,0
2017-10-21,대구/경북,0,0
2017-10-22,대구/경북,0,0
2017-10-23,대구/경북,0,0
2017-10-24,대구/경북,0,0
2017-10-25,대구/경북,0,0
2017-10-26,대구/경북,0,0
2017-10-27,대구/경북,0,0
2017-10-28,대구/경북,0,0
2017-10-29,대구/경북,0,0
2017-10-30,대구/경북,0,0
2017-10-31,대구/경북,0,0
2017-11-01,대구/경북,1,1
2017-11-02,대구/경북,0,0
2017-11-03,대구/경북,0,0
2017-11-04,대구/경북,0,0
2017-11-05,대구/경북,0,0
2017-11-06,대구/경북,0,0
2017-11-07,대구/경북,0,0
2017-11-08,대구/경북,0,0
2017-11-09,대구/경북,0,0
2017-11-10,대구/경북,0,0
2017-11-11,대구/경북,1,1
2017-11-12,대구/경북,0,0
2017-11-13,대구/경북,0,0
2017-11-14,대구/경북,0,0
2017-11-15,대구/경북,1,1
2017-11-16,대구/경북,1,1
2017-11-17,대구/경북,1,1
2017-11-18,대구/경북,0,0
2017-11-19,대구/경북,1,1
2017-11-20,대구/경북,1,1
2017-11-21,대구/경북,0,0
2017-11-22,대구/경북,0,0
2017-11-23,대구/경북,2,1
2017-11-24,대구/경북,0,0
2017-11-25,대구/경북,1,1
2017-11-26,대구/경북,1,1
2017-11-27,대구/경북,0,0
2017-11-28,대구/경북,0,0
2017-11-29,대구/경북,0,0
2017-11-30,대구/경북,2,1
2017-12-01,대구/경북,1,1
2017-12-02,대구/경북,0,0
2017-12-03,대구/경북,0,0
2017-12-04,대구/경북,0,0
2017-12-05,대구/경북,1,1
2017-12-06,대구/경북,0,0
2017-12-07,대구/경북,0,0
2017-12-08,대구/경북,0,0
2017-12-09,대구/경북,1,1
2017-12-10,대구/경북,0,0
2017-12-11,대구/경북,1,1
2017-12-12,대구/경북,0,0
2017-12-13,대구/경북,1,1
2017-12-14,대구/경북,0,0
2017-12-15,대구/경북,0,0
2017-12-16,대구/경북,2,1
2017-12-17,대구/경북,0,0
2017-12-18,대구/경북,3,1
2017-12-19,대구/경북,2,1
2017-12-20,대구/경북,1,1
2017-12-21,대구/경북,2,1
2017-12-22,대구/경북,1,1
2017-12-23,대구/경북,1,1
2017-12-24,대구/경북,0,0
2017-12-25,대구/경북,0,0
2017-12-26,대구/경북,0,0
2017-12-27,대구/경북,0,0
2017-12-28,대구/경북,1,1
2017-12-29,대구/경북,0,0
2017-12-30,대구/경북,0,0
2017-12-31,대구/경북,0,0
2018-01-01,대구/경북,0,0
2018-01-02,대구/경북,0,0
2018-01-03,대구/경북,1,1
2018-01-04,대구/경북,0,0
2018-01-05,대구/경북,0,0
2018-01-06,대구/경북,0,0
2018-01-07,대구/경북,0,0
2018-01-08,대구/경북,0,0
2018-01-09,대구/경북,0,0
2018-01-10,대구/경북,0,0
2018-01-11,대구/경북,0,0
2018-01-12,대구/경북,0,0
2018-01-13,대구/경북,0,0
2018-01-14,대구/경북,1,1
2018-01-15,대구/경북,0,0
2018-01-16,대구/경북,0,0
2018-01-17,대구/경북,0,0
2018-01-18,대구/경북,0,0
2018-01-19,대구/경북,0,0
2018-01-20,대구/경북,0,0
2018-01-21,대구/경북,0,0
2018-01-22,대구/경북,0,0
2018-01-23,대구/경북,0,0
2018-01-24,대구/경북,0,0
2018-01-25,대구/경북,0,0
2018-01-26,대구/경북,0,0
2018-01-27,대구/경북,0,0
2018-01-28,대구/경북,0,0
2018-01-29,대구/경북,1,1
2018-01-30,대구/경북,1,1
2018-01-31,대구/경북,1,1
2018-02-01,대구/경북,2,1
2018-02-02,대구/경북,0,0
2018-02-03,대구/경북,1,1
2018-02-04,대구/경북,0,0
2018-02-05,대구/경북,1,1
2018-02-06,대구/경북,1,1
2018-02-07,대구/경북,0,0
2018-02-08,대구/경북,0,0
2018-02-09,대구/경북,1,1
2018-02-10,대구/경북,1,1
2018-02-11,대구/경북,2,1
2018-02-12,대구/경북,1,1
2018-02-13,대구/경북,0,0
2018-02-14,대구/경북,0,0
2018-02-15,대구/경북,1,1
2018-02-16,대구/경북,2,1
2018-02-17,대구/경북,4,1
2018-02-18,대구/경북,0,0
2018-02-19,대구/경북,2,1
2018-02-20,대구/경북,0,0
2018-02-21,대구/경북,3,1
2018-02-22,대구/경북,2,1
2018-02-23,대구/경북,0,0
2018-02-24,대구/경북,0,0
2018-02-25,대구/경북,0,0
2018-02-26,대구/경북,3,1
2018-02-27,대구/경북,0,0
2018-02-28,대구/경북,1,1
2018-03-01,대구/경북,0,0
2018-03-02,대구/경북,0,0
2018-03-03,대구/경북,0,0
2018-03-04,대구/경북,0,0
2018-03-05,대구/경북,0,0
2018-03-06,대구/경북,0,0
2018-03-07,대구/경북,0,0
2018-03-08,대구/경북,0,0
2018-03-09,대구/경북,0,0
2018-03-10,대구/경북,0,0
2018-03-11,대구/경북,0,0
2018-03-12,대구/경북,1,1
2018-03-13,대구/경북,1,1
2018-03-14,대구/경북,2,1
2018-03-15,대구/경북,0,0
2018-03-16,대구/경북,0,0
2018-03-17,대구/경북,0,0
2018-03-18,대구/경북,0,0
2018-03-19,대구/경북,0,0
2018-03-20,대구/경북,0,0
2018-03-21,대구/경북,0,0
2018-03-22,대구/경북,0,0
2018-03-23,대구/경북,0,0
2018-03-24,대구/경북,1,1
2018-03-25,대구/경북,0,0
2018-03-26,대구/경북,3,1
2018-03-27,대구/경북,2,1
2018-03-28,대구/경북,2,1
2018-03-29,대구/경북,1,1
2018-03-30,대구/경북,1,1
2018-03-31,대구/경북,1,1
2018-04-01,대구/경북,0,0
2018-04-02,대구/경북,0,0
2018-04-03,대구/경북,3,1
2018-04-04,대구/경북,0,0
2018-04-05,대구/경북,0,0
2018-04-06,대구/경북,0,0
2018-04-07,대구/경북,1,1
2018-04-08,대구/경북,0,0
2018-04-09,대구/경북,1,1
2018-04-10,대구/경북,0,0
2018-04-11,대구/경북,0,0
2018-04-12,대구/경북,1,1
2018-04-13,대구/경북,1,1
2018-04-14,대구/경북,0,0
2018-04-15,대구/경북,0,0
2018-04-16,대구/경북,1,1
2018-04-17,대구/경북,1,1
2018-04-18,대구/경북,1,1
2018-04-19,대구/경북,4,1
2018-04-20,대구/경북,2,1
2018-04-21,대구/경북,4,1
2018-04-22,대구/경북,1,1
2018-04-23,대구/경북,0,0
2018-04-24,대구/경북,0,0
2018-04-25,대구/경북,0,0
2018-04-26,대구/경북,0,0
2018-04-27,대구/경북,0,0
2018-04-28,대구/경북,1,1
2018-04-29,대구/경북,1,1
2018-04-30,대구/경북,0,0
2018-05-01,대구/경북,1,1
2018-05-02,대구/경북,0,0
2018-05-03,대구/경북,0,0
2018-05-04,대구/경북,0,0
2018-05-05,대구/경북,0,0
2018-05-06,대구/경북,0,0
2018-05-07,대구/경북,0,0
2018-05-08,대구/경북,0,0
2018-05-09,대구/경북,0,0
2018-05-10,대구/경북,0,0
2018-05-11,대구/경북,0,0
2018-05-12,대구/경북,0,0
2018-05-13,대구/경북,0,0
2018-05-14,대구/경북,0,0
2018-05-15,대구/경북,0,0
2018-05-16,대구/경북,0,0
2018-05-17,대구/경북,0,0
2018-05-18,대구/경북,0,0
2018-05-19,대구/경북,0,0
2018-05-20,대구/경북,0,0
2018-05-21,대구/경북,0,0
2018-05-22,대구/경북,1,1
2018-05-23,대구/경북,0,0
2018-05-24,대구/경북,0,0
2018-05-25,대구/경북,0,0
2018-05-26,대구/경북,0,0
2018-05-27,대구/경북,0,0
2018-05-28,대구/경북,0,0
2018-05-29,대구/경북,0,0
2018-05-30,대구/경북,0,0
2018-05-31,대구/경북,0,0
2018-06-01,대구/경북,0,0
2018-06-02,대구/경북,0,0
2018-06-03,대구/경북,1,1
2018-06-04,대구/경북,0,0
2018-06-05,대구/경북,0,0
2018-06-06,대구/경북,0,0
2018-06-07,대구/경북,0,0
2018-06-08,대구/경북,0,0
2018-06-09,대구/경북,0,0
2018-06-10,대구/경북,0,0
2018-06-11,대구/경북,0,0
2018-06-12,대구/경북,0,0
2018-06-13,대구/경북,0,0
2018-06-14,대구/경북,0,0
2018-06-15,대구/경북,0,0
2018-06-16,대구/경북,0,0
2018-06-17,대구/경북,0,0
2018-06-18,대구/경북,1,1
2018-06-19,대구/경북,0,0
2018-06-20,대구/경북,0,0
2018-06-21,대구/경북,2,1
2018-06-22,대구/경북,1,1
2018-06-23,대구/경북,3,1
2018-06-24,대구/경북,2,1
2018-06-25,대구/경북,1,1
2018-06-26,대구/경북,1,1
2018-06-27,대구/경북,0,0
2018-06-28,대구/경북,0,0
2018-06-29,대구/경북,0,0
2018-06-30,대구/경북,0,0
2018-07-01,대구/경북,0,0
2018-07-02,대구/경북,0,0
2018-07-03,대구/경북,0,0
2018-07-04,대구/경북,0,0
2018-07-05,대구/경북,0,0
2018-07-06,대구/경북,0,0
2018-07-07,대구/경북,0,0
2018-07-08,대구/경북,0,0
2018-07-09,대구/경북,0,0
2018-07-10,대구/경북,0,0
2018-07-11,대구/경북,0,0
2018-07-12,대구/경북,0,0
2018-07-13,대구/경북,0,0
2018-07-14,대구/경북,0,0
2018-07-15,대구/경북,0,0
2018-07-16,대구/경북,0,0
2018-07-17,대구/경북,0,0
2018-07-18,대구/경북,0,0
2018-07-19,대구/경북,0,0
2018-07-20,대구/경북,0,0
2018-07-21,대구/경북,0,0
2018-07-22,대구/경북,0,0
2018-07-23,대구/경북,0,0
2018-07-24,대구/경북,1,1
2018-07-25,대구/경북,0,0
2018-07-26,대구/경북,0,0
2018-07-27,대구/경북,0,0
2018-07-28,대구/경북,0,0
2018-07-29,대구/경북,2,1
2018-07-30,대구/경북,0,0
2018-07-31,대구/경북,1,1
2018-08-01,대구/경북,0,0
2018-08-02,대구/경북,0,0
2018-08-03,대구/경북,0,0
2018-08-04,대구/경북,1,1
2018-08-05,대구/경북,2,1
2018-08-06,대구/경북,0,0
2018-08-07,대구/경북,0,0
2018-08-08,대구/경북,0,0
2018-08-09,대구/경북,1,1
2018-08-10,대구/경북,0,0
2018-08-11,대구/경북,0,0
2018-08-12,대구/경북,0,0
2018-08-13,대구/경북,0,0
2018-08-14,대구/경북,0,0
2018-08-15,대구/경북,0,0
2018-08-16,대구/경북,0,0
2018-08-17,대구/경북,0,0
2018-08-18,대구/경북,1,1
2018-08-19,대구/경북,0,0
2018-08-20,대구/경북,0,0
2018-08-21,대구/경북,0,0
2018-08-22,대구/경북,0,0
2018-08-23,대구/경북,0,0
2018-08-24,대구/경북,0,0
2018-08-25,대구/경북,0,0
2018-08-26,대구/경북,0,0
2018-08-27,대구/경북,0,0
2018-08-28,대구/경북,0,0
2018-08-29,대구/경북,0,0
2018-08-30,대구/경북,0,0
2018-08-31,대구/경북,0,0
2018-09-01,대구/경북,0,0
2018-09-02,대구/경북,0,0
2018-09-03,대구/경북,0,0
2018-09-04,대구/경북,0,0
2018-09-05,대구/경북,0,0
2018-09-06,대구/경북,0,0
2018-09-07,대구/경북,0,0
2018-09-08,대구/경북,0,0
2018-09-09,대구/경북,0,0
2018-09-10,대구/경북,0,0
2018-09-11,대구/경북,0,0
2018-09-12,대구/경북,0,0
2018-09-13,대구/경북,0,0
2018-09-14,대구/경북,0,0
2018-09-15,대구/경북,0,0
2018-09-16,대구/경북,0,0
2018-09-17,대구/경북,0,0
2018-09-18,대구/경북,0,0
2018-09-19,대구/경북,0,0
2018-09-20,대구/경북,0,0
2018-09-21,대구/경북,0,0
2018-09-22,대구/경북,0,0
2018-09-23,대구/경북,0,0
2018-09-24,대구/경북,0,0
2018-09-25,대구/경북,0,0
2018-09-26,대구/경북,0,0
2018-09-27,대구/경북,0,0
2018-09-28,대구/경북,0,0
2018-09-29,대구/경북,0,0
2018-09-30,대구/경북,1,1
2018-10-01,대구/경북,0,0
2018-10-02,대구/경북,1,1
2018-10-03,대구/경북,0,0
2018-10-04,대구/경북,0,0
2018-10-05,대구/경북,0,0
2018-10-06,대구/경북,0,0
2018-10-07,대구/경북,0,0
2018-10-08,대구/경북,0,0
2018-10-09,대구/경북,0,0
2018-10-10,대구/경북,0,0
2018-10-11,대구/경북,0,0
2018-10-12,대구/경북,0,0
2018-10-13,대구/경북,0,0
2018-10-14,대구/경북,0,0
2018-10-15,대구/경북,0,0
2018-10-16,대구/경북,0,0
2018-10-17,대구/경북,0,0
2018-10-18,대구/경북,1,1
2018-10-19,대구/경북,0,0
2018-10-20,대구/경북,1,1
2018-10-21,대구/경북,0,0
2018-10-22,대구/경북,0,0
2018-10-23,대구/경북,0,0
2018-10-24,대구/경북,0,0
2018-10-25,대구/경북,0,0
2018-10-26,대구/경북,0,0
2018-10-27,대구/경북,0,0
2018-10-28,대구/경북,0,0
2018-10-29,대구/경북,0,0
2018-10-30,대구/경북,0,0
2018-10-31,대구/경북,0,0
2018-11-01,대구/경북,0,0
2018-11-02,대구/경북,0,0
2018-11-03,대구/경북,0,0
2018-11-04,대구/경북,0,0
2018-11-05,대구/경북,0,0
2018-11-06,대구/경북,0,0
2018-11-07,대구/경북,0,0
2018-11-08,대구/경북,0,0
2018-11-09,대구/경북,0,0
2018-11-10,대구/경북,0,0
2018-11-11,대구/경북,0,0
2018-11-12,대구/경북,0,0
2018-11-13,대구/경북,0,0
2018-11-14,대구/경북,0,0
2018-11-15,대구/경북,0,0
2018-11-16,대구/경북,0,0
2018-11-17,대구/경북,0,0
2018-11-18,대구/경북,0,0
2018-11-19,대구/경북,0,0
2018-11-20,대구/경북,0,0
2018-11-21,대구/경북,0,0
2018-11-22,대구/경북,0,0
2018-11-23,대구/경북,0,0
2018-11-24,대구/경북,0,0
2018-11-25,대구/경북,0,0
2018-11-26,대구/경북,0,0
2018-11-27,대구/경북,0,0
2018-11-28,대구/경북,0,0
2018-11-29,대구/경북,1,1
2018-11-30,대구/경북,0,0
2018-12-01,대구/경북,0,0
2018-12-02,대구/경북,0,0
2018-12-03,대구/경북,0,0
2018-12-04,대구/경북,0,0
2018-12-05,대구/경북,0,0
2018-12-06,대구/경북,0,0
2018-12-07,대구/경북,0,0
2018-12-08,대구/경북,0,0
2018-12-09,대구/경북,0,0
2018-12-10,대구/경북,0,0
2018-12-11,대구/경북,0,0
2018-12-12,대구/경북,0,0
2018-12-13,대구/경북,0,0
2018-12-14,대구/경북,0,0
2018-12-15,대구/경북,0,0
2018-12-16,대구/경북,0,0
2018-12-17,대구/경북,0,0
2018-12-18,대구/경북,0,0
2018-12-19,대구/경북,0,0
2018-12-20,대구/경북,0,0
2018-12-21,대구/경북,1,1
2018-12-22,대구/경북,0,0
2018-12-23,대구/경북,0,0
2018-12-24,대구/경북,0,0
2018-12-25,대구/경북,0,0
2018-12-26,대구/경북,0,0
2018-12-27,대구/경북,0,0
2018-12-28,대구/경북,1,1
2018-12-29,대구/경북,0,0
2018-12-30,대구/경북,1,1
2018-12-31,대구/경북,0,0
2019-01-01,대구/경북,1,1
2019-01-02,대구/경북,1,1
2019-01-03,대구/경북,1,1
2019-01-04,대구/경북,0,0
2019-01-05,대구/경북,0,0
2019-01-06,대구/경북,1,1
2019-01-07,대구/경북,2,1
2019-01-08,대구/경북,1,1
2019-01-09,대구/경북,2,1
2019-01-10,대구/경북,1,1
2019-01-11,대구/경북,0,0
2019-01-12,대구/경북,0,0
2019-01-13,대구/경북,0,0
2019-01-14,대구/경북,0,0
2019-01-15,대구/경북,0,0
2019-01-16,대구/경북,0,0
2019-01-17,대구/경북,0,0
2019-01-18,대구/경북,0,0
2019-01-19,대구/경북,1,1
2019-01-20,대구/경북,0,0
2019-01-21,대구/경북,0,0
2019-01-22,대구/경북,0,0
2019-01-23,대구/경북,0,0
2019-01-24,대구/경북,2,1
2019-01-25,대구/경북,0,0
2019-01-26,대구/경북,1,1
2019-01-27,대구/경북,0,0
2019-01-28,대구/경북,0,0
2019-01-29,대구/경북,2,1
2019-01-30,대구/경북,0,0
2019-01-31,대구/경북,0,0
2019-02-01,대구/경북,0,0
2019-02-02,대구/경북,1,1
2019-02-03,대구/경북,0,0
2019-02-04,대구/경북,0,0
2019-02-05,대구/경북,0,0
2019-02-06,대구/경북,0,0
2019-02-07,대구/경북,0,0
2019-02-08,대구/경북,1,1
2019-02-09,대구/경북,3,1
2019-02-10,대구/경북,0,0
2019-02-11,대구/경북,0,0
2019-02-12,대구/경북,0,0
2019-02-13,대구/경북,0,0
2019-02-14,대구/경북,0,0
2019-02-15,대구/경북,1,1
2019-02-16,대구/경북,1,1
2019-02-17,대구/경북,2,1
2019-02-18,대구/경북,4,1
2019-02-19,대구/경북,0,0
2019-02-20,대구/경북,0,0
2019-02-21,대구/경북,0,0
2019-02-22,대구/경북,0,0
2019-02-23,대구/경북,1,1
2019-02-24,대구/경북,1,1
2019-02-25,대구/경북,0,0
2019-02-26,대구/경북,0,0
2019-02-27,대구/경북,0,0
2019-02-28,대구/경북,0,0
2019-03-01,대구/경북,2,1
2019-03-02,대구/경북,0,0
2019-03-03,대구/경북,2,1
2019-03-04,대구/경북,0,0
2019-03-05,대구/경북,1,1
2019-03-06,대구/경북,0,0
2019-03-07,대구/경북,1,1
2019-03-08,대구/경북,1,1
2019-03-09,대구/경북,1,1
2019-03-10,대구/경북,0,0
2019-03-11,대구/경북,0,0
2019-03-12,대구/경북,0,0
2019-03-13,대구/경북,0,0
2019-03-14,대구/경북,3,1
2019-03-15,대구/경북,1,1
2019-03-16,대구/경북,0,0
2019-03-17,대구/경북,1,1
2019-03-18,대구/경북,0,0
2019-03-19,대구/경북,2,1
2019-03-20,대구/경북,1,1
2019-03-21,대구/경북,0,0
2019-03-22,대구/경북,1,1
2019-03-23,대구/경북,1,1
2019-03-24,대구/경북,0,0
2019-03-25,대구/경북,0,0
2019-03-26,대구/경북,3,1
2019-03-27,대구/경북,5,1
2019-03-28,대구/경북,0,0
2019-03-29,대구/경북,2,1
2019-03-30,대구/경북,0,0
2019-03-31,대구/경북,1,1
2019-04-01,대구/경북,1,1
2019-04-02,대구/경북,2,1
2019-04-03,대구/경북,3,1
2019-04-04,대구/경북,3,1
2019-04-05,대구/경북,3,1
2019-04-06,대구/경북,8,1
2019-04-07,대구/경북,2,1
2019-04-08,대구/경북,0,0
