damagearea,endday,endmonth,endtime,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
0.01,29,03,15:00:00,2017,쓰레기소각,산198-2,쇄암,김포,대곶,경기,29,수요일,03,14:30:00,2017
0.1,29,03,14:45:00,2017,입산자실화,산25-1,수산,남양주,수동,경기,29,수요일,03,13:34:00,2017
0.6,29,03,16:00:00,2017,건축물화재비화,산114,초성,연천,청산,경기,29,수요일,03,12:30:00,2017
0.02,29,03,13:00:00,2017,쓰레기소각,22-1,화계,청주 흥덕,,충북,29,수요일,03,11:53:00,2017
0.01,28,03,17:20:00,2017,입산자실화,산36,은암,진천,초평,충북,28,화요일,03,16:25:00,2017
0.02,28,03,16:50:00,2017,쓰레기소각,산34,구상,순천,서,전남,28,화요일,03,16:02:00,2017
1,28,03,16:02:00,2017,기타,산29-1,,서,가정,인천,28,화요일,03,15:32:00,2017
0.5,28,03,16:30:00,2017,기타,산311-1,금당,화성,마도,경기,28,화요일,03,14:57:00,2017
0.01,28,03,12:30:00,2017,기타,산67-1,독지,화성,송산,경기,28,화요일,03,10:56:00,2017
0.3,27,03,17:00:00,2017,기타,산46,칠곡,화성,송산,경기,27,월요일,03,13:30:00,2017
0.2,27,03,15:30:00,2017,입산자실화,산68,기솔,안성,삼죽,경기,27,월요일,03,12:35:00,2017
0.7,26,03,16:20:00,2017,농산부산물소각,산79-1,대항,부안,변산,전북,26,일요일,03,14:10:00,2017
0.76,26,03,15:57:00,2017,담뱃불실화,"산55,57,57-1",초부,용인 처인,모현,경기,26,일요일,03,13:18:00,2017
0.05,25,03,17:15:00,2017,기타,산98-102,안서,천안 동남,,충남,25,토요일,03,16:05:00,2017
0.1,25,03,15:00:00,2017,농산부산물소각,산39-2,,의왕,학의,경기,25,토요일,03,13:51:00,2017
0.01,24,03,16:40:00,2017,농산부산물소각,산114,,광주,목,경기,24,금요일,03,16:00:00,2017
0.01,24,03,13:05:00,2017,쓰레기소각,산98-1,옥현,양평,지평,경기,24,금요일,03,12:40:00,2017
0.04,23,03,17:10:00,2017,담뱃불실화,산121-1외2필지,,의왕,오전,경기,23,목요일,03,15:58:00,2017
1.5,23,03,17:05:00,2017,농산부산물소각,산40,용곡,의성,다인,경북,23,목요일,03,13:56:00,2017
0.5,23,03,15:30:00,2017,기타,산80,삼거,횡성,갑천,강원,23,목요일,03,13:42:00,2017
0.5,23,03,16:30:00,2017,입산자실화,산182-6,,의정부,장암,경기,23,목요일,03,13:30:00,2017
1,23,03,16:21:00,2017,쓰레기소각,389-14(임),대석,양평,강상,경기,23,목요일,03,13:25:00,2017
0.4,23,03,16:00:00,2017,기타,산27,,중,구완,대전,23,목요일,03,13:05:00,2017
0.15,22,03,20:15:00,2017,입산자실화,산83,사창,화천,사내,강원,22,수요일,03,17:54:00,2017
0.01,22,03,17:35:00,2017,입산자실화,산4,남북,인제,인제,강원,22,수요일,03,16:38:00,2017
0.15,22,03,18:00:00,2017,기타,산56,봉정,문경,산양,경북,22,수요일,03,16:35:00,2017
0.02,22,03,17:05:00,2017,기타,산182-6,,의정부,장암,경기,22,수요일,03,16:05:00,2017
1,22,03,18:30:00,2017,입산자실화,산185-1외 7개소,소천,봉화,법전,경북,22,수요일,03,16:02:00,2017
0.4,22,03,20:00:00,2017,기타,산146,가재,화성,팔탄,경기,22,수요일,03,15:51:00,2017
0.05,22,03,15:20:00,2017,건축물화재비화,산36-3,,충주,풍,충북,22,수요일,03,14:02:00,2017
0.01,22,03,14:20:00,2017,농산부산물소각,산139-1,춘송,장수,천천,전북,22,수요일,03,12:57:00,2017
0.02,21,03,18:00:00,2017,담뱃불실화,산41,북좌,안성,보개,경기,21,화요일,03,15:20:00,2017
0.5,21,03,16:45:00,2017,농산부산물소각,산52,신음,예천,개포,경북,21,화요일,03,14:35:00,2017
0.1,21,03,14:50:00,2017,입산자실화,산56-2,대치,예산,덕산,충남,21,화요일,03,13:30:00,2017
0.02,10,01,22:40:00,2018,건축물화재비화,산11,월,양양,양양,강원,10,수요일,01,21:38:00,2018
0.06,08,01,14:25:00,2018,기타,134-4(임),,서,대곡,인천,08,월요일,01,13:46:00,2018
0.02,06,01,18:45:00,2018,건축물화재비화,산148,월흥,고성,하이,경남,06,토요일,01,15:50:00,2018
0.04,06,01,17:10:00,2018,농산부산물소각,산18,사천,무안,몽탄,전남,06,토요일,01,15:05:00,2018
0.01,06,01,06:50:00,2018,입산자실화,산4-1,유평,산청,삼장,경남,06,토요일,01,05:27:00,2018
0.1,06,01,07:40:00,2018,입산자실화,산31-3,,사하,감천,부산,06,토요일,01,03:06:00,2018
0.1,03,01,16:30:00,2018,담뱃불실화,산40-2,우계,예천,예천,경북,03,수요일,01,14:15:00,2018
0.2,03,01,15:30:00,2018,입산자실화,산37-1,온천,공주,반포,충남,03,수요일,01,12:25:00,2018
0.03,03,01,00:05:00,2018,기타,산43-1(임),,강서,화곡,서울,02,화요일,01,22:12:00,2018
0.01,02,01,22:30:00,2018,입산자실화,산128-1,교항,원주,소초,강원,02,화요일,01,20:40:00,2018
50,02,01,19:00:00,2018,기타,산145,기룡,기장,장안,부산,01,월요일,01,21:46:00,2018
0.2,31,12,18:20:00,2017,입산자실화,산2,굴업,옹진,덕적,인천,31,일요일,12,16:30:00,2017
0.02,31,12,15:30:00,2017,기타,산25,삼,합천,쌍백,경남,31,일요일,12,14:22:00,2017
0.03,30,12,08:40:00,2017,기타,산1-1,,대덕,법,대전,30,토요일,12,06:11:00,2017
0.03,28,12,14:00:00,2017,입산자실화,산97,,남,무거,울산,28,목요일,12,09:52:00,2017
0.9,28,12,09:50:00,2017,기타,산61,외촌,경산,용성,경북,28,목요일,12,06:40:00,2017
0.04,28,12,09:00:00,2017,입산자실화,산15,난포,창원 마산합포,구산,경남,28,목요일,12,05:08:00,2017
0.03,27,12,17:00:00,2017,담뱃불실화,산171,대평,천안 동남,북,충남,27,수요일,12,15:24:00,2017
0.01,24,12,03:35:00,2017,입산자실화,산79-1,전대,하동,횡천,경남,24,일요일,12,00:14:00,2017
0.02,23,12,00:00:00,2017,입산자실화,424.0,무릉,함안,칠서,경남,23,토요일,12,20:45:00,2017
0.01,23,12,09:30:00,2017,입산자실화,산90-107,탑포,거제,남부,경남,23,토요일,12,06:15:00,2017
0.9,23,12,08:00:00,2017,기타,산20외6필,하눌,봉화,상운,경북,23,토요일,12,05:30:00,2017
0.3,22,12,21:00:00,2017,농산부산물소각,산42외3,논화,양양,서,강원,22,금요일,12,16:50:00,2017
0.05,22,12,19:30:00,2017,입산자실화,산130,,김해,삼계,경남,22,금요일,12,16:10:00,2017
0.01,22,12,17:11:00,2017,기타,산16-1,백자,안동,길안,경북,22,금요일,12,15:33:00,2017
3,22,12,02:03:00,2017,건축물화재비화,산522,산서,포항 남,장기,경북,21,목요일,12,21:47:00,2017
0.02,21,12,18:50:00,2017,입산자실화,산39-1,,안동,송천,경북,21,목요일,12,16:52:00,2017
0.02,20,12,17:25:00,2017,농산부산물소각,산100-1,봉명,완도,고금,전남,20,수요일,12,15:10:00,2017
0.06,20,12,09:40:00,2017,기타,산26,가정,경주,현곡,경북,20,수요일,12,08:15:00,2017
0.05,19,12,18:20:00,2017,기타,산27-1,사촌,의성,점곡,경북,19,화요일,12,16:45:00,2017
1.5,19,12,20:00:00,2017,입산자실화,산116외,구곡,고령,개진,경북,19,화요일,12,14:00:00,2017
0.05,20,12,11:45:00,2017,입산자실화,산71-1,앙진,합천,청덕,경남,19,화요일,12,11:43:00,2017
0.05,18,12,14:10:00,2017,기타,산108,구계,의성,단촌,경북,18,월요일,12,12:20:00,2017
0.02,18,12,12:30:00,2017,건축물화재비화,산10,남은,성주,수륜,경북,18,월요일,12,10:50:00,2017
0.01,18,12,11:10:00,2017,쓰레기소각,산125,가천,칠곡,동명,경북,18,월요일,12,10:10:00,2017
0.01,17,12,17:00:00,2017,기타,산94,간공,산청,신등,경남,17,일요일,12,15:40:00,2017
0.01,17,12,14:45:00,2017,쓰레기소각,산75,석,창녕,이방,경남,17,일요일,12,14:11:00,2017
1,16,12,23:00:00,2017,기타,산34외 3필지,논실,영천,고경,경북,16,토요일,12,17:25:00,2017
0.04,16,12,12:25:00,2017,기타,산9,능치,김천,어모,경북,16,토요일,12,10:45:00,2017
0.5,15,12,22:30:00,2017,쓰레기소각,산15,성내,창녕,영산,경남,15,금요일,12,15:35:00,2017
0.02,15,12,11:56:00,2017,쓰레기소각,산1-1,어전,고흥,금산,전남,14,목요일,12,22:01:00,2017
0.1,13,12,20:30:00,2017,건축물화재비화,산102,,동래,온천,부산,13,수요일,12,17:43:00,2017
0.05,13,12,17:10:00,2017,건축물화재비화,산21-1,용정,성주,용암,경북,13,수요일,12,15:00:00,2017
0.01,13,12,15:30:00,2017,입산자실화,산100-1,학,거창,거창,경남,13,수요일,12,14:33:00,2017
5,13,12,15:00:00,2017,건축물화재비화,산107,,북,상안,울산,12,화요일,12,23:53:00,2017
0.5,12,12,16:46:00,2017,기타,산17,읍내,군위,의흥,경북,12,화요일,12,15:00:00,2017
0.1,12,12,15:15:00,2017,입산자실화,산7-14,서부,기장,기장,부산,12,화요일,12,13:32:00,2017
0.02,11,12,16:30:00,2017,기타,산67,,동,각산,대구,11,월요일,12,15:03:00,2017
0.09,10,12,07:00:00,2017,기타,산92-1,,군포,둔대,경기,10,일요일,12,00:57:00,2017
0.01,09,12,19:35:00,2017,입산자실화,1519(임),대곡,경주,건천,경북,09,토요일,12,18:25:00,2017
0.02,09,12,16:00:00,2017,입산자실화,산26,덕현,울주,상북,울산,09,토요일,12,15:05:00,2017
0.02,09,12,16:10:00,2017,담뱃불실화,산229,계정,양평,양동,경기,09,토요일,12,14:21:00,2017
0.02,05,12,11:30:00,2017,기타,산10-3,월곡,구미,해평,경북,05,화요일,12,10:46:00,2017
5,05,12,16:00:00,2017,건축물화재비화,"산40,70",신천,산청,시천,경남,05,화요일,12,06:31:00,2017
1,04,12,23:00:00,2017,건축물화재비화,산72외 3,하광정,양양,현북,강원,04,월요일,12,19:38:00,2017
0.01,03,12,14:56:00,2017,입산자실화,산326-1,평현,남해,남해,경남,03,일요일,12,13:26:00,2017
0.2,02,12,23:30:00,2017,기타,산184,손곡,원주,부론,강원,02,토요일,12,21:04:00,2017
0.02,01,12,16:20:00,2017,입산자실화,산167,하천,창원 의창,북,경남,01,금요일,12,15:35:00,2017
0.2,01,12,16:40:00,2017,입산자실화,산88-1,서무,남원,인월,전북,01,금요일,12,15:00:00,2017
0.03,01,12,14:40:00,2017,건축물화재비화,산14-1,벽오,서천,마산,충남,01,금요일,12,14:00:00,2017
0.8,01,12,15:00:00,2017,쓰레기소각,산51,비지,경주,내남,경북,01,금요일,12,12:55:00,2017
0.1,30,11,19:10:00,2017,쓰레기소각,산274,죽정,포항 남,장기,경북,30,목요일,11,18:17:00,2017
0.1,30,11,20:30:00,2017,기타,46-6,도동,영광,영광,전남,30,목요일,11,17:30:00,2017
0.6,30,11,19:00:00,2017,입산자실화,산26,대망,구미,고아,경북,30,목요일,11,17:20:00,2017
0.01,30,11,16:20:00,2017,기타,산76,춘전,거창,남상,경남,30,목요일,11,15:26:00,2017
0.01,30,11,16:48:00,2017,쓰레기소각,산50,수개,창녕,남지,경남,30,목요일,11,14:51:00,2017
0.13,30,11,14:58:00,2017,기타,산82-4,상광교,수원 장안,,경기,30,목요일,11,14:05:00,2017
0.05,30,11,12:20:00,2017,쓰레기소각,산82,장전평,홍천,홍천,강원,30,목요일,11,11:14:00,2017
0.01,30,11,12:20:00,2017,쓰레기소각,산109,효정,창녕,대지,경남,30,목요일,11,10:38:00,2017
0.01,29,11,14:50:00,2017,담뱃불실화,산313,용산,진주,명석,경남,29,수요일,11,13:10:00,2017
0.2,29,11,16:00:00,2017,쓰레기소각,산9-1,서덕,여수,돌산,전남,29,수요일,11,11:28:00,2017
0.07,27,11,16:00:00,2017,쓰레기소각,산2,,금정,금성,부산,27,월요일,11,15:00:00,2017
0.05,26,11,22:25:00,2017,기타,산58-1,갈곡,경주,천북,경북,26,일요일,11,21:05:00,2017
0.01,25,11,17:30:00,2017,기타,산23,대현,산청,오부,경남,25,토요일,11,16:04:00,2017
0.03,25,11,16:35:00,2017,쓰레기소각,산18,주평,담양,수북,전남,25,토요일,11,14:20:00,2017
0.03,25,11,15:10:00,2017,입산자실화,산96-4,다산,경주,강동,경북,25,토요일,11,14:15:00,2017
0.02,24,11,01:30:00,2017,기타,480-10,기룡,기장,장안,부산,23,목요일,11,23:46:00,2017
0.01,23,11,14:20:00,2017,농산부산물소각,산27,오평,칠곡,북삼,경북,23,목요일,11,13:20:00,2017
0.8,23,11,10:40:00,2017,입산자실화,산125,월곡,영천,화남,경북,23,목요일,11,05:40:00,2017
0.1,22,11,19:30:00,2017,입산자실화,산1,유계,공주,의당,충남,22,수요일,11,08:25:00,2017
0.5,22,11,11:05:00,2017,기타,산23,대현,산청,오부,경남,22,수요일,11,04:50:00,2017
0.01,21,11,12:10:00,2017,쓰레기소각,산105,대남,함양,서상,경남,21,화요일,11,11:23:00,2017
0.3,20,11,14:03:00,2017,쓰레기소각,산19,조전,영월,남,강원,20,월요일,11,11:58:00,2017
0.01,20,11,12:30:00,2017,입산자실화,산182,서흥,순창,팔덕,전북,20,월요일,11,11:05:00,2017
0.03,20,11,11:40:00,2017,입산자실화,산205-4,,중,다운,울산,20,월요일,11,10:19:00,2017
0.1,20,11,08:30:00,2017,기타,산20-4,하송,포항 북,송라,경북,20,월요일,11,05:00:00,2017
0.01,19,11,15:10:00,2017,입산자실화,산71,,경주,배,경북,19,일요일,11,13:56:00,2017
0.05,19,11,14:30:00,2017,입산자실화,산267,유천,정선,여량,강원,19,일요일,11,13:36:00,2017
0.1,18,11,18:50:00,2017,입산자실화,산47,,동,하소,대전,18,토요일,11,17:48:00,2017
0.3,19,11,18:00:00,2017,입산자실화,산8-9,신안,금산,제원,충남,18,토요일,11,17:34:00,2017
0.03,17,11,09:00:00,2017,쓰레기소각,산43-8,영장,파주,광탄,경기,17,금요일,11,07:11:00,2017
0.01,17,11,07:35:00,2017,기타,산37-1,하송,포항 북,송라,경북,17,금요일,11,07:04:00,2017
0.5,16,11,17:43:00,2017,농산부산물소각,"산143,164",유천,화순,동복,전남,16,목요일,11,16:20:00,2017
0.5,16,11,16:13:00,2017,입산자실화,산275-1,물걸,홍천,내촌,강원,16,목요일,11,15:08:00,2017
0.05,16,11,16:10:00,2017,기타,산24,금봉,성주,가천,경북,16,목요일,11,14:49:00,2017
0.1,16,11,16:30:00,2017,농산부산물소각,산19-29,삼봉,남양주,조안,경기,16,목요일,11,14:16:00,2017
0.15,16,11,15:00:00,2017,기타,산57-1,삼성,양평,용문,경기,16,목요일,11,13:50:00,2017
0.09,16,11,14:30:00,2017,입산자실화,산86,대하,평창,평창,강원,16,목요일,11,13:15:00,2017
0.07,16,11,13:00:00,2017,쓰레기소각,429-85,쌍학,양평,양동,경기,16,목요일,11,10:40:00,2017
0.04,15,11,17:30:00,2017,쓰레기소각,산93-1외2필지,본리,성주,용암,경북,15,수요일,11,15:30:00,2017
0.03,15,11,18:00:00,2017,입산자실화,산5,손목,합천,용주,경남,15,수요일,11,15:20:00,2017
0.04,14,11,16:30:00,2017,기타,산46-1,,유성,하기,대전,14,화요일,11,15:53:00,2017
0.1,12,11,10:30:00,2017,담뱃불실화,산147,합덕,포항 북,죽장,경북,11,토요일,11,18:20:00,2017
6.5,10,11,14:30:00,2017,기타,산21-2,설마,파주,적성,경기,10,금요일,11,01:20:00,2017
0.1,08,11,23:30:00,2017,입산자실화,"산23-1(사),산7(국)",대현,산청,오부,경남,08,수요일,11,21:38:00,2017
0.02,08,11,16:10:00,2017,기타,134-4(임),개곡,김포,월곶,경기,08,수요일,11,13:08:00,2017
0.03,08,11,05:42:00,2017,기타,산75,서원,아산,염치,충남,08,수요일,11,03:37:00,2017
0.09,07,11,17:50:00,2017,입산자실화,산281,,하남,상산곡,경기,07,화요일,11,14:20:00,2017
0.1,07,11,15:30:00,2017,입산자실화,산7-1,,군산,미룡,전북,07,화요일,11,13:40:00,2017
0.2,02,11,11:40:00,2017,기타,산22-1,,유성,방,대전,02,목요일,11,10:25:00,2017
0.3,01,11,07:10:00,2017,기타,산167,오봉,김천,남,경북,01,수요일,11,03:40:00,2017
0.01,31,10,12:10:00,2017,입산자실화,산153-2,세진,창녕,유어,경남,31,화요일,10,11:07:00,2017
0.03,30,10,19:30:00,2017,기타,350-31(임),,양천,신월,서울,30,월요일,10,18:34:00,2017
0.01,30,10,17:30:00,2017,입산자실화,산1-4,원풍,괴산,연풍,충북,30,월요일,10,15:10:00,2017
0.01,22,10,16:05:00,2017,쓰레기소각,산56,구칠,기장,철마,부산,22,일요일,10,14:52:00,2017
0.01,30,09,16:10:00,2017,쓰레기소각,산48-1,가계,산청,생비량,경남,30,토요일,09,14:16:00,2017
0.01,26,09,16:30:00,2017,입산자실화,산151-1,중촌,합천,가회,경남,26,화요일,09,14:10:00,2017
0.1,15,09,00:00:00,2017,입산자실화,산209,송현,태안,소원,충남,15,금요일,09,20:00:00,2017
0.02,02,09,16:30:00,2017,입산자실화,산108,3가,서,서대신,부산,02,토요일,09,14:13:00,2017
0.1,28,07,19:21:00,2017,기타,산122-1,용아,진주,금산,경남,28,금요일,07,16:28:00,2017
0.5,22,07,18:00:00,2017,기타,산118-1,,양산,평산,경남,22,토요일,07,09:00:00,2017
0.01,20,07,13:10:00,2017,기타,산54-9,북토,경주,외동,경북,20,목요일,07,12:30:00,2017
0.3,25,06,16:40:00,2017,쓰레기소각,산48,가계,산청,생비량,경남,25,일요일,06,15:04:00,2017
0.02,24,06,16:00:00,2017,입산자실화,산120,오음,신안,장산,전남,24,토요일,06,14:15:00,2017
0.01,23,06,19:40:00,2017,기타,산191-1,,수성,만촌,대구,23,금요일,06,18:10:00,2017
0.1,23,06,23:20:00,2017,입산자실화,산89 외1,삼청,임실,성수,전북,23,금요일,06,17:30:00,2017
0.04,23,06,17:30:00,2017,입산자실화,산40,사전,고령,우곡,경북,23,금요일,06,16:23:00,2017
0.3,23,06,19:20:00,2017,기타,산116-24임,중송,화성,송산,경기,23,금요일,06,15:37:00,2017
0.01,23,06,18:00:00,2017,입산자실화,산1,병지방,횡성,갑천,강원,23,금요일,06,14:30:00,2017
0.03,23,06,17:00:00,2017,농산부산물소각,산207,운곡,김천,남,경북,23,금요일,06,14:24:00,2017
1.2,24,06,16:00:00,2017,입산자실화,산1-1,대산,금산,제원,충남,23,금요일,06,14:19:00,2017
0.03,23,06,15:00:00,2017,입산자실화,산6,산수,서산,해미,충남,23,금요일,06,12:20:00,2017
0.01,23,06,07:55:00,2017,입산자실화,산15-1,금산,옥천,군서,충북,23,금요일,06,03:49:00,2017
0.1,23,06,08:30:00,2017,입산자실화,산114-63,문호,양평,서종,경기,23,금요일,06,03:37:00,2017
0.02,22,06,18:00:00,2017,입산자실화,산62,내현,양양,서,강원,22,목요일,06,16:52:00,2017
0.05,22,06,16:35:00,2017,농산부산물소각,산35,대부,합천,청덕,경남,22,목요일,06,14:39:00,2017
0.01,22,06,16:00:00,2017,기타,산6-1,약석,문경,산북,경북,22,목요일,06,14:24:00,2017
0.2,22,06,17:00:00,2017,입산자실화,산38-1,소호,동,,대전,22,목요일,06,12:05:00,2017
0.05,22,06,08:30:00,2017,기타,산119,화봉,홍성,은하,충남,22,목요일,06,04:00:00,2017
0.04,21,06,18:00:00,2017,입산자실화,산174,매월,양평,양동,경기,21,수요일,06,15:40:00,2017
0.01,21,06,16:10:00,2017,입산자실화,산92-2,문혜,철원,갈말,강원,21,수요일,06,14:37:00,2017
0.01,21,06,15:00:00,2017,건축물화재비화,239-7,부항,광주,곤지암,경기,21,수요일,06,12:46:00,2017
0.13,21,06,05:30:00,2017,기타,산204-1,,도봉,창,서울,20,화요일,06,23:17:00,2017
0.3,20,06,14:30:00,2017,입산자실화,"산55,57,57-1",신원,용인 처인,포곡,경기,20,화요일,06,07:17:00,2017
0.05,19,06,00:00:00,2017,쓰레기소각,산257외1,수하,홍천,서석,강원,19,월요일,06,21:14:00,2017
0.04,19,06,20:45:00,2017,입산자실화,산2,중,홍성,서부,충남,19,월요일,06,17:50:00,2017
0.2,19,06,19:50:00,2017,기타,산109,장림,의성,단촌,경북,19,월요일,06,17:17:00,2017
0.06,19,06,19:00:00,2017,입산자실화,산36,묵현,남양주,화도,경기,19,월요일,06,16:36:00,2017
0.05,19,06,18:50:00,2017,농산부산물소각,산54,금매,군위,효령,경북,19,월요일,06,15:30:00,2017
0.01,19,06,16:30:00,2017,기타,산69-7,,도봉,방학,서울,19,월요일,06,15:20:00,2017
0.03,19,06,13:58:00,2017,입산자실화,산17-1,봉황,충주,중앙탑,충북,19,월요일,06,12:47:00,2017
0.06,19,06,16:50:00,2017,입산자실화,산177-1,유탕,장성,장성,전남,19,월요일,06,12:45:00,2017
0.01,19,06,13:00:00,2017,입산자실화,산311,대기,강릉,왕산,강원,19,월요일,06,12:02:00,2017
0.1,18,06,21:30:00,2017,농산부산물소각,산88,두곡,합천,청덕,경남,18,일요일,06,18:33:00,2017
0.01,18,06,17:50:00,2017,쓰레기소각,산141,신흥,울진,매화,경북,18,일요일,06,15:47:00,2017
0.01,18,06,15:10:00,2017,입산자실화,산35,용명,경주,건천,경북,18,일요일,06,13:30:00,2017
0.04,18,06,18:00:00,2017,입산자실화,산85,구림,장성,동화,전남,18,일요일,06,12:35:00,2017
0.08,18,06,15:00:00,2017,입산자실화,산40,달전,가평,가평,경기,18,일요일,06,12:35:00,2017
0.01,18,06,11:50:00,2017,쓰레기소각,산16-1,도개,칠곡,석적,경북,18,일요일,06,10:55:00,2017
0.01,18,06,04:00:00,2017,기타,산59,,구리,아천,경기,18,일요일,06,00:16:00,2017
0.2,17,06,21:40:00,2017,기타,산103,용각,안동,일직,경북,17,토요일,06,19:15:00,2017
0.01,17,06,19:00:00,2017,농산부산물소각,산285,월현,횡성,강림,강원,17,토요일,06,17:45:00,2017
0.5,17,06,21:50:00,2017,쓰레기소각,산8,우강,창녕,도천,경남,17,토요일,06,16:50:00,2017
0.1,17,06,18:20:00,2017,입산자실화,산53,오학,서산,해미,충남,17,토요일,06,16:10:00,2017
0.05,17,06,13:50:00,2017,입산자실화,426-13,,중,다운,울산,17,토요일,06,11:32:00,2017
0.01,17,06,13:20:00,2017,담뱃불실화,산12-1,서흥,천안 동남,목천,충남,17,토요일,06,11:30:00,2017
0.06,17,06,11:14:00,2017,기타,281-4임,내,화성,봉담,경기,17,토요일,06,09:40:00,2017
0.2,17,06,07:30:00,2017,입산자실화,산11,순화,순창,순창,전북,16,금요일,06,21:30:00,2017
0.01,16,06,17:55:00,2017,입산자실화,산35,용명,경주,건천,경북,16,금요일,06,16:24:00,2017
0.02,16,06,17:30:00,2017,기타,산9-1,수봉,상주,모동,경북,16,금요일,06,15:34:00,2017
0.05,16,06,14:00:00,2017,입산자실화,산13,응평,부여,초촌,충남,16,금요일,06,12:14:00,2017
0.15,16,06,09:30:00,2017,농산부산물소각,산44,인곡,합천,합천,경남,16,금요일,06,05:00:00,2017
0.5,15,06,17:52:00,2017,입산자실화,산1-1외2,검성,울진,북,경북,15,목요일,06,14:05:00,2017
0.16,15,06,15:50:00,2017,쓰레기소각,산21,운정,평택,현덕,경기,15,목요일,06,13:50:00,2017
0.06,15,06,02:10:00,2017,기타,산24-1,,운당,,세종,15,목요일,06,00:05:00,2017
0.7,15,06,00:10:00,2017,입산자실화,산61-15,운암,청주 상당,미원,충북,14,수요일,06,21:10:00,2017
0.03,13,06,18:30:00,2017,입산자실화,산30,개화,보령,성주,충남,13,화요일,06,15:30:00,2017
1,12,06,10:00:00,2017,입산자실화,산51-1,마동,청주 상당,문의,충북,11,일요일,06,23:30:00,2017
0.15,11,06,17:05:00,2017,기타,산3,대미,영천,금호,경북,11,일요일,06,15:43:00,2017
0.01,09,06,19:20:00,2017,입산자실화,산86-1,산해,영양,입암,경북,09,금요일,06,16:40:00,2017
0.05,06,06,14:13:00,2017,건축물화재비화,산14,황룡,의성,점곡,경북,06,화요일,06,13:05:00,2017
0.1,05,06,19:40:00,2017,기타,산58-2,,관악,삼성,서울,05,월요일,06,17:42:00,2017
0.01,05,06,16:00:00,2017,기타,산10,수암,영덕,지품,경북,05,월요일,06,15:00:00,2017
0.03,05,06,14:45:00,2017,입산자실화,산19,논곡,구례,구례,전남,05,월요일,06,12:30:00,2017
0.33,05,06,15:00:00,2017,입산자실화,산87,황방,양주,남,경기,05,월요일,06,10:40:00,2017
0.02,05,06,17:00:00,2017,입산자실화,산10-1,석수,안양 만안,,경기,05,월요일,06,10:35:00,2017
0.02,05,06,11:00:00,2017,입산자실화,산1-1,월포,진안,상전,전북,05,월요일,06,07:50:00,2017
0.1,05,06,11:28:00,2017,입산자실화,산48,북지,영주,부석,경북,04,일요일,06,23:37:00,2017
0.5,05,06,07:39:00,2017,기타,산274-60,소야,옹진,덕적,인천,04,일요일,06,21:50:00,2017
0.01,04,06,19:20:00,2017,기타,산58-5,,관악,삼성,서울,04,일요일,06,17:32:00,2017
0.01,04,06,16:00:00,2017,입산자실화,784-12,교로,당진,석문,충남,04,일요일,06,14:50:00,2017
0.01,04,06,14:08:00,2017,담뱃불실화,산133-1,잠곡,철원,근남,강원,04,일요일,06,12:20:00,2017
2,05,06,08:15:00,2017,쓰레기소각,산76,도흥,성주,선남,경북,04,일요일,06,12:07:00,2017
0.1,04,06,13:45:00,2017,입산자실화,산47,용담,화천,사내,강원,04,일요일,06,11:58:00,2017
0.3,04,06,16:00:00,2017,입산자실화,산1,고사,인제,인제,강원,04,일요일,06,10:50:00,2017
0.03,03,06,16:30:00,2017,기타,산98,오록,봉화,물야,경북,03,토요일,06,14:00:00,2017
0.03,03,06,15:30:00,2017,입산자실화,산65-1,,계양,다남,인천,03,토요일,06,12:40:00,2017
0.03,03,06,12:50:00,2017,농산부산물소각,산65,주하,안동,와룡,경북,03,토요일,06,11:44:00,2017
0.15,03,06,14:50:00,2017,입산자실화,산39,,양주,산북,경기,03,토요일,06,11:24:00,2017
0.2,03,06,17:00:00,2017,기타,산53,상걸,춘천,동,강원,03,토요일,06,05:30:00,2017
0.3,03,06,02:30:00,2017,기타,"산23-1(사),산7(국)",대흥,울진,울진,경북,02,금요일,06,19:00:00,2017
0.01,02,06,19:30:00,2017,기타,산309,중산,구례,문척,전남,02,금요일,06,16:21:00,2017
0.01,02,06,17:20:00,2017,입산자실화,산13,신기,순천,낙안,전남,02,금요일,06,15:10:00,2017
0.06,02,06,16:00:00,2017,입산자실화,산202,북동,강릉,옥계,강원,02,금요일,06,14:50:00,2017
0.01,02,06,15:30:00,2017,기타,산89-1,전곡,울진,금강송,경북,02,금요일,06,13:10:00,2017
3.96,02,06,09:00:00,2017,입산자실화,산145-1,,노원,상계,서울,01,목요일,06,21:29:00,2017
0.01,01,06,18:29:00,2017,입산자실화,산49-1,금화,칠곡,가산,경북,01,목요일,06,17:28:00,2017
0.3,01,06,03:05:00,2017,담뱃불실화,산35-1,포진,원주,문막,강원,01,목요일,06,00:50:00,2017
0.05,31,05,09:40:00,2017,입산자실화,산57-13,,관악,신림,서울,31,수요일,05,08:29:00,2017
0.05,31,05,10:00:00,2017,기타,산3,,동,도,대구,31,수요일,05,05:41:00,2017
0.03,30,05,14:20:00,2017,쓰레기소각,산101,고감,봉화,명호,경북,30,화요일,05,12:25:00,2017
0.1,30,05,14:20:00,2017,농산부산물소각,산145외2필지,구천,봉화,상운,경북,30,화요일,05,11:20:00,2017
0.03,29,05,17:00:00,2017,입산자실화,산108-26,성덕,장성,북일,전남,29,월요일,05,14:15:00,2017
