damagearea,endday,endmonth,endtime,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
0.01,12,11,17:06:00,2019,기타,산4,이전,함양,안의,경남,12,화요일,11,15:06:00,2019
0.02,09,11,18:45:00,2019,입산자실화,산58-6,남당,홍성,서부,충남,09,토요일,11,17:09:00,2019
0.2,09,11,20:00:00,2019,기타,1344-1,옥적,여수,화양,전남,09,토요일,11,15:15:00,2019
0.01,09,11,15:12:00,2019,입산자실화,산8,팔야,남양주,진접,경기,09,토요일,11,14:12:00,2019
0.01,09,11,13:30:00,2019,입산자실화,산13-1,대성,전주 완산,,전북,09,토요일,11,12:25:00,2019
0.5,09,11,02:30:00,2019,입산자실화,산44-3,두룡,보령,웅천,충남,08,금요일,11,20:25:00,2019
0.01,08,11,20:00:00,2019,기타,산87,중촌,거창,가북,경남,08,금요일,11,16:11:00,2019
0.25,07,11,14:40:00,2019,쓰레기소각,산39-1,산회,가평,청평,경기,07,목요일,11,12:33:00,2019
0.03,30,10,15:30:00,2019,기타,산30-1,월막,고령,쌍림,경북,30,수요일,10,12:58:00,2019
0.1,27,10,15:55:00,2019,기타,산8,문덕,군위,우보,경북,27,일요일,10,14:08:00,2019
0.01,26,10,11:47:00,2019,입산자실화,산129-1,수정,창원 마산합포,구산,경남,26,토요일,10,10:47:00,2019
0.01,19,10,15:20:00,2019,기타,산16-1,안양,안양 만안,,경기,19,토요일,10,14:40:00,2019
0.03,15,10,21:30:00,2019,기타,산242-1,연화,옹진,백령,인천,15,화요일,10,20:14:00,2019
0.05,13,10,17:50:00,2019,입산자실화,산1-2,화곡,서산,대산,충남,13,일요일,10,14:30:00,2019
0.03,12,10,14:00:00,2019,기타,883-53(임),,평택,도일,경기,12,토요일,10,13:10:00,2019
0.05,11,10,13:30:00,2019,쓰레기소각,산42,상직,영덕,강구,경북,11,금요일,10,11:55:00,2019
0.01,09,10,13:20:00,2019,입산자실화,산37-48,,중,덕교,인천,09,수요일,10,12:40:00,2019
0.16,30,09,18:00:00,2019,입산자실화,산267,도평,포천,이동,경기,29,일요일,09,17:42:00,2019
0.02,19,09,16:20:00,2019,쓰레기소각,6-4,녹도,보령,오천,충남,19,목요일,09,10:38:00,2019
0.01,26,08,16:50:00,2019,기타,산120,석정,평택,포승,경기,26,월요일,08,16:22:00,2019
0.08,26,08,18:00:00,2019,입산자실화,산102,검산,홍천,서석,강원,26,월요일,08,12:10:00,2019
0.15,23,08,14:15:00,2019,기타,산7-1,석화,횡성,서원,강원,23,금요일,08,12:31:00,2019
0.02,11,08,14:30:00,2019,건축물화재비화,산122-1,대산,공주,정산,충남,11,일요일,08,12:00:00,2019
0.6,09,07,21:10:00,2019,농산부산물소각,산48,창원,영월,남,강원,09,화요일,07,18:39:00,2019
0.2,09,07,16:35:00,2019,기타,산260,진목,포천,내촌,경기,09,화요일,07,14:17:00,2019
0.01,09,07,16:00:00,2019,담뱃불실화,산20-1,용암,원주,귀래,강원,09,화요일,07,13:49:00,2019
0.03,08,07,18:36:00,2019,기타,산3-3,,하남,초이,경기,08,월요일,07,17:07:00,2019
0.03,08,07,18:00:00,2019,기타,산39-9,하대원,성남 중원,,경기,08,월요일,07,13:11:00,2019
0.1,08,07,12:45:00,2019,입산자실화,산90-2,성산,원주,신림,강원,08,월요일,07,09:38:00,2019
0.07,07,07,17:10:00,2019,건축물화재비화,산352,갑천,횡성,청일,강원,07,일요일,07,16:04:00,2019
0.02,07,07,17:00:00,2019,기타,산394-5,고천,강화,내가,인천,07,일요일,07,15:50:00,2019
0.05,06,07,17:25:00,2019,입산자실화,산169-1,삼송,서산,해미,충남,06,토요일,07,15:58:00,2019
0.18,06,07,20:00:00,2019,건축물화재비화,산144-1,녹천,공주,유구,충남,06,토요일,07,15:21:00,2019
0.1,06,07,17:30:00,2019,입산자실화,산17,성당,익산,성당,전북,06,토요일,07,14:45:00,2019
0.01,06,07,13:00:00,2019,농산부산물소각,산1-4임,,성덕,,세종,06,토요일,07,11:45:00,2019
0.25,06,07,19:50:00,2019,입산자실화,산216-5,이곡,태안,원북,충남,06,토요일,07,10:22:00,2019
0.03,05,07,16:30:00,2019,입산자실화,산10,영전,태안,소원,충남,05,금요일,07,14:14:00,2019
0.1,04,07,18:00:00,2019,쓰레기소각,산10-1,송천,남양주,조안,경기,04,목요일,07,13:32:00,2019
0.09,25,06,21:56:00,2019,입산자실화,산27-90,,화성,영천,경기,25,화요일,06,19:53:00,2019
0.01,12,06,16:28:00,2019,입산자실화,산10,평사,경산,진량,경북,12,수요일,06,15:23:00,2019
0.03,06,06,15:39:00,2019,쓰레기소각,산59-1,아사,경산,진량,경북,06,목요일,06,13:32:00,2019
0.76,06,06,14:50:00,2019,농산부산물소각,산124,강교,경주,안강,경북,06,목요일,06,12:15:00,2019
0.04,06,06,12:08:00,2019,기타,199-2,,강북,우이,서울,06,목요일,06,10:11:00,2019
0.18,05,06,20:00:00,2019,입산자실화,산20-1,제내,경주,외동,경북,05,수요일,06,17:00:00,2019
0.02,05,06,16:20:00,2019,농산부산물소각,산46-1,교동,울주,삼남,울산,05,수요일,06,15:53:00,2019
0.2,06,06,13:32:00,2019,입산자실화,산174,오산,무주,무주,전북,05,수요일,06,14:41:00,2019
0.5,05,06,15:26:00,2019,기타,산20,달신,군위,우보,경북,05,수요일,06,12:10:00,2019
0.2,04,06,15:26:00,2019,입산자실화,산408,화암,정선,화암,강원,04,화요일,06,14:14:00,2019
0.01,04,06,14:20:00,2019,담뱃불실화,산22,율,성남 분당,,경기,04,화요일,06,12:34:00,2019
0.03,04,06,13:25:00,2019,건축물화재비화,산58-1,고은,안성,일죽,경기,04,화요일,06,10:40:00,2019
0.01,03,06,21:30:00,2019,건축물화재비화,산44-1,도심,봉화,춘양,경북,03,월요일,06,19:21:00,2019
0.1,03,06,16:00:00,2019,입산자실화,산66-3,능내,남양주,조안,경기,03,월요일,06,12:49:00,2019
0.03,02,06,18:50:00,2019,입산자실화,산73-1,시산,예산,대술,충남,02,일요일,06,18:00:00,2019
1.07,31,05,05:20:00,2019,쓰레기소각,산23,전동,경주,감포,경북,31,금요일,05,02:50:00,2019
0.1,31,05,01:10:00,2019,기타,251-31,냉정,강화,선원,인천,30,목요일,05,23:54:00,2019
0.01,30,05,21:00:00,2019,입산자실화,산32,두산,영주,봉현,경북,30,목요일,05,18:45:00,2019
0.02,29,05,21:30:00,2019,입산자실화,산33-1,상판,가평,조종,경기,29,수요일,05,18:02:00,2019
4.7,27,05,06:35:00,2019,기타,산82-2,사천,안동,녹전,경북,26,일요일,05,17:46:00,2019
0.01,26,05,15:20:00,2019,기타,산87,어석,이천,장호원,경기,26,일요일,05,13:22:00,2019
0.03,26,05,14:10:00,2019,기타,산6,산수,서산,해미,충남,26,일요일,05,12:41:00,2019
0.3,26,05,03:00:00,2019,입산자실화,산169,,정읍,쌍암,전북,25,토요일,05,23:51:00,2019
0.2,25,05,19:00:00,2019,입산자실화,산24,동원,영주,단산,경북,25,토요일,05,16:45:00,2019
0.1,24,05,14:30:00,2019,입산자실화,산260,정양,영월,영월,강원,24,금요일,05,12:59:00,2019
0.05,24,05,05:40:00,2019,기타,226-136(임),덕은,파주,월롱,경기,24,금요일,05,00:22:00,2019
1,23,05,20:30:00,2019,입산자실화,산113,,동,진인,대구,23,목요일,05,15:59:00,2019
0.1,23,05,14:38:00,2019,입산자실화,산250,문래,정선,임계,강원,23,목요일,05,12:37:00,2019
0.1,23,05,12:30:00,2019,쓰레기소각,산130,소로,봉화,춘양,경북,23,목요일,05,10:05:00,2019
0.5,22,05,17:30:00,2019,기타,산2,후,여주,산북,경기,22,수요일,05,14:39:00,2019
0.01,21,05,12:24:00,2019,입산자실화,산179,대전,포항 북,송라,경북,21,화요일,05,11:28:00,2019
0.01,19,05,14:51:00,2019,입산자실화,산192,하시동,강릉,강동,강원,19,일요일,05,14:20:00,2019
0.01,18,05,23:15:00,2019,기타,산127-1,화악,가평,북,경기,18,토요일,05,22:15:00,2019
0.1,18,05,19:40:00,2019,입산자실화,산102-4,대부복,안산 단원,,경기,18,토요일,05,15:31:00,2019
0.04,18,05,15:30:00,2019,기타,1353.0,호매실,수원 권선,,경기,18,토요일,05,14:38:00,2019
0.03,18,05,00:15:00,2019,입산자실화,463-10,물한,안동,북후,경북,17,금요일,05,23:14:00,2019
0.01,17,05,15:00:00,2019,입산자실화,산254-4,,중,성안,울산,17,금요일,05,14:01:00,2019
0.01,17,05,10:00:00,2019,입산자실화,산112-20,용정,남양주,진건,경기,17,금요일,05,09:12:00,2019
0.02,16,05,17:30:00,2019,기타,산1,유천,평창,대관령,강원,16,목요일,05,15:55:00,2019
0.2,16,05,15:42:00,2019,농산부산물소각,산311,세량,화순,화순,전남,16,목요일,05,13:56:00,2019
0.2,15,05,16:00:00,2019,입산자실화,산45,어곡,고령,성산,경북,15,수요일,05,11:20:00,2019
0.01,15,05,09:40:00,2019,입산자실화,산67-25,,남양주,금곡,경기,15,수요일,05,08:55:00,2019
0.05,15,05,04:10:00,2019,입산자실화,산6-1,신흥,아산,배방,충남,15,수요일,05,01:55:00,2019
0.03,14,05,16:30:00,2019,입산자실화,산97,,북,천곡,울산,14,화요일,05,15:02:00,2019
0.15,14,05,15:50:00,2019,건축물화재비화,산24,마룡,양평,용문,경기,14,화요일,05,09:04:00,2019
0.01,14,05,09:53:00,2019,입산자실화,산22-1,하송,포항 북,송라,경북,14,화요일,05,08:30:00,2019
0.3,13,05,23:26:00,2019,입산자실화,산12,가곡,상주,외서,경북,13,월요일,05,20:40:00,2019
0.05,13,05,22:25:00,2019,기타,산3-1,황산,함양,서하,경남,13,월요일,05,19:11:00,2019
0.01,13,05,17:00:00,2019,기타,산28-1,신왕,평택,현덕,경기,13,월요일,05,15:59:00,2019
0.02,13,05,14:30:00,2019,기타,251-7(임),대반,평택,안중,경기,13,월요일,05,13:40:00,2019
0.03,13,05,06:30:00,2019,입산자실화,산21,공암,공주,반포,충남,13,월요일,05,04:30:00,2019
0.1,12,05,23:20:00,2019,기타,산125,양동,김해,주촌,경남,12,일요일,05,21:16:00,2019
0.08,12,05,22:00:00,2019,쓰레기소각,산80-3,금곡,파주,법원,경기,12,일요일,05,20:03:00,2019
0.01,12,05,22:00:00,2019,입산자실화,산50,오남,남양주,오남,경기,12,일요일,05,20:00:00,2019
0.2,12,05,18:00:00,2019,기타,산21-1,삼산,청주 상당,낭성,충북,12,일요일,05,16:32:00,2019
0.01,12,05,14:00:00,2019,쓰레기소각,산35-13,도갑,영암,군서,전남,12,일요일,05,13:21:00,2019
0.1,12,05,12:50:00,2019,기타,산127,가사,정선,신동,강원,12,일요일,05,11:59:00,2019
0.01,12,05,12:51:00,2019,입산자실화,산202,매남,경산,용성,경북,12,일요일,05,11:43:00,2019
0.05,12,05,11:10:00,2019,기타,산44-3,,유성,대,대전,12,일요일,05,09:21:00,2019
0.01,12,05,07:00:00,2019,입산자실화,산114-2,,해운대,좌,부산,12,일요일,05,03:18:00,2019
0.1,12,05,02:45:00,2019,입산자실화,산51,지소,청송,안덕,경북,11,토요일,05,22:24:00,2019
0.08,11,05,19:20:00,2019,입산자실화,산260,두미,홍천,서,강원,11,토요일,05,17:50:00,2019
0.2,11,05,21:00:00,2019,입산자실화,산224,임초,가평,상,경기,11,토요일,05,15:50:00,2019
0.02,11,05,17:50:00,2019,입산자실화,산38-7,용담,양평,양서,경기,11,토요일,05,15:35:00,2019
0.1,11,05,16:20:00,2019,입산자실화,산82,방제,정선,신동,강원,11,토요일,05,14:36:00,2019
2,11,05,21:00:00,2019,기타,산77,,동두천,탑동,경기,11,토요일,05,14:24:00,2019
0.01,11,05,13:45:00,2019,입산자실화,산46-1,반계,상주,모동,경북,11,토요일,05,13:08:00,2019
0.05,11,05,14:10:00,2019,입산자실화,산136외,동곡,광양,옥룡,전남,11,토요일,05,12:28:00,2019
0.01,11,05,11:54:00,2019,기타,산128-48,,중,운북,인천,11,토요일,05,11:31:00,2019
0.01,11,05,11:00:00,2019,입산자실화,산72,문거,청송,안덕,경북,11,토요일,05,09:35:00,2019
0.06,11,05,10:12:00,2019,입산자실화,334-5,송림,화성,남양,경기,11,토요일,05,08:51:00,2019
0.09,11,05,10:00:00,2019,입산자실화,118-16,,화성,목,경기,11,토요일,05,05:05:00,2019
0.1,11,05,07:30:00,2019,입산자실화,산32,두산,영주,봉현,경북,10,금요일,05,23:55:00,2019
0.3,10,05,20:00:00,2019,입산자실화,산39-1,궁항,진안,부귀,전북,10,금요일,05,16:33:00,2019
0.06,10,05,12:10:00,2019,입산자실화,430-2(임),송림,화성,남양,경기,10,금요일,05,10:50:00,2019
0.03,10,05,12:00:00,2019,입산자실화,산144-1,,중,다운,울산,10,금요일,05,10:21:00,2019
0.54,10,05,12:00:00,2019,기타,산1외 1,구성,고성,죽왕,강원,10,금요일,05,09:34:00,2019
0.4,09,05,00:00:00,2019,기타,산9-1,,서,시천,인천,09,목요일,05,20:45:00,2019
0.02,09,05,20:40:00,2019,입산자실화,산19-84,신암,영양,수비,경북,09,목요일,05,19:11:00,2019
0.01,09,05,12:54:00,2019,기타,산28-3,백석,파주,파주,경기,09,목요일,05,12:09:00,2019
0.06,09,05,13:00:00,2019,입산자실화,산28-1,,보령,죽정,충남,09,목요일,05,11:40:00,2019
0.2,09,05,06:46:00,2019,기타,산39,대신,청주 상당,미원,충북,09,목요일,05,03:55:00,2019
0.01,08,05,19:50:00,2019,기타,산66-1,상동,가평,상,경기,08,수요일,05,18:55:00,2019
0.01,08,05,13:20:00,2019,기타,산48-4,문봉,고양 일산동,,경기,08,수요일,05,12:12:00,2019
0.03,08,05,15:00:00,2019,입산자실화,산82-1,,동,동부,울산,08,수요일,05,11:28:00,2019
0.09,08,05,07:00:00,2019,입산자실화,산60,,화성,목,경기,08,수요일,05,04:59:00,2019
0.01,07,05,17:40:00,2019,기타,600.0,임초,가평,상,경기,07,화요일,05,16:33:00,2019
1.5,07,05,18:30:00,2019,기타,산116-1,중암,여주,북내,경기,07,화요일,05,16:07:00,2019
1.3,07,05,18:30:00,2019,기타,산53,풍암,홍천,서석,강원,07,화요일,05,15:40:00,2019
1,07,05,14:30:00,2019,기타,산156,가양,포천,창수,경기,07,화요일,05,11:59:00,2019
1.5,07,05,18:00:00,2019,입산자실화,산1-1,품걸,춘천,동,강원,07,화요일,05,11:47:00,2019
0.09,07,05,11:38:00,2019,기타,산7-1,,동두천,상패,경기,07,화요일,05,10:06:00,2019
0.1,06,05,19:20:00,2019,입산자실화,산187-1,흥양,원주,소초,강원,06,월요일,05,17:50:00,2019
0.5,06,05,16:50:00,2019,쓰레기소각,산4-1,설계,영동,영동,충북,06,월요일,05,14:37:00,2019
0.01,06,05,17:05:00,2019,입산자실화,산72,보석,군산,임피,전북,06,월요일,05,14:10:00,2019
0.02,06,05,14:58:00,2019,입산자실화,산317-1,군업,홍천,화촌,강원,06,월요일,05,14:08:00,2019
0.05,06,05,17:00:00,2019,입산자실화,산40-1,기산,장흥,안양,전남,06,월요일,05,13:55:00,2019
0.05,06,05,18:00:00,2019,입산자실화,산162,범왕,하동,화개,경남,06,월요일,05,13:44:00,2019
0.2,06,05,15:10:00,2019,입산자실화,산4-17,월호,서천,서,충남,06,월요일,05,13:18:00,2019
0.15,06,05,13:50:00,2019,쓰레기소각,산155,갈운,양평,청운,경기,06,월요일,05,11:38:00,2019
0.01,06,05,15:30:00,2019,입산자실화,산71-2,임평,장수,계북,전북,06,월요일,05,10:45:00,2019
0.03,06,05,11:25:00,2019,입산자실화,산6,산수,서산,해미,충남,06,월요일,05,10:19:00,2019
0.02,05,05,19:00:00,2019,입산자실화,산23,,사상,괘법,부산,05,일요일,05,18:20:00,2019
5.2,05,05,22:00:00,2019,기타,산21,소치,인제,남,강원,05,일요일,05,14:25:00,2019
0.15,05,05,12:30:00,2019,입산자실화,산222,삽교,횡성,둔내,강원,05,일요일,05,11:40:00,2019
0.05,05,05,04:45:00,2019,입산자실화,산1-1,,춘천,석사,강원,05,일요일,05,03:22:00,2019
0.01,04,05,15:15:00,2019,입산자실화,산89-1(임),무갑,광주,초월,경기,04,토요일,05,14:10:00,2019
0.16,04,05,14:30:00,2019,기타,산150-2임,남포,옹진,백령,인천,04,토요일,05,13:10:00,2019
0.05,03,05,16:01:00,2019,입산자실화,산1-1,,춘천,석사,강원,03,금요일,05,14:44:00,2019
0.5,03,05,16:00:00,2019,기타,산6-2,대자,고양 덕양,,경기,03,금요일,05,12:04:00,2019
0.01,03,05,12:00:00,2019,입산자실화,산10,모화,경주,외동,경북,03,금요일,05,11:00:00,2019
0.03,02,05,17:10:00,2019,건축물화재비화,산21,유현,횡성,성원,강원,02,목요일,05,16:28:00,2019
0.2,02,05,16:25:00,2019,입산자실화,287-5,강촌,춘천,남산,강원,02,목요일,05,14:21:00,2019
0.01,02,05,14:00:00,2019,기타,139(임),삼거,연천,군남,경기,02,목요일,05,11:58:00,2019
0.01,23,04,15:40:00,2019,농산부산물소각,647.0,상번천,광주,남한산성,경기,23,화요일,04,14:15:00,2019
0.01,23,04,12:10:00,2019,기타,산8,임천,밀양,삼랑진,경남,23,화요일,04,10:55:00,2019
0.01,23,04,09:50:00,2019,기타,산11,존도,문경,산양,경북,23,화요일,04,08:53:00,2019
0.02,22,04,17:30:00,2019,입산자실화,산143-1,차산,남양주,화도,경기,22,월요일,04,15:30:00,2019
0.01,22,04,16:50:00,2019,입산자실화,산19-1,무릉,괴산,청천,충북,22,월요일,04,15:02:00,2019
0.02,22,04,15:50:00,2019,농산부산물소각,산68-5,,시흥,논곡,경기,22,월요일,04,14:11:00,2019
0.3,22,04,14:35:00,2019,농산부산물소각,산42,삼항,청주 상당,가덕,충북,22,월요일,04,13:48:00,2019
0.04,22,04,16:30:00,2019,기타,산25,,강동,길,서울,22,월요일,04,13:45:00,2019
0.09,22,04,13:31:00,2019,쓰레기소각,산424,용담,화천,사내,강원,22,월요일,04,12:19:00,2019
0.01,21,04,20:25:00,2019,입산자실화,산8-1,신화,아산,영인,충남,21,일요일,04,19:15:00,2019
0.5,22,04,02:00:00,2019,입산자실화,산127,갈면,울진,매화,경북,21,일요일,04,11:31:00,2019
0.3,21,04,16:00:00,2019,입산자실화,산214,산음,양평,단월,경기,21,일요일,04,10:57:00,2019
0.5,20,04,19:32:00,2019,농산부산물소각,산118,여천,단양,가곡,충북,20,토요일,04,17:07:00,2019
0.01,20,04,16:40:00,2019,입산자실화,산56-1,태평,임실,성수,전북,20,토요일,04,15:50:00,2019
0.1,20,04,17:06:00,2019,쓰레기소각,산166,사산,무주,적상,전북,20,토요일,04,15:30:00,2019
0.03,20,04,17:40:00,2019,기타,산10-4,하신,공주,반포,충남,20,토요일,04,14:19:00,2019
0.06,20,04,14:15:00,2019,담뱃불실화,산75-3,금곡,평택,안중,경기,20,토요일,04,13:33:00,2019
0.03,20,04,15:30:00,2019,입산자실화,산102,고성,춘천,사북,강원,20,토요일,04,12:27:00,2019
0.01,20,04,12:55:00,2019,기타,9임,존도,문경,산양,경북,20,토요일,04,12:07:00,2019
0.06,20,04,12:45:00,2019,기타,산92-1,망미,양평,지평,경기,20,토요일,04,11:40:00,2019
0.03,20,04,12:00:00,2019,농산부산물소각,산3,구왕,공주,계룡,충남,20,토요일,04,10:12:00,2019
0.01,19,04,18:37:00,2019,담뱃불실화,산57,이매,성남 분당,,경기,19,금요일,04,18:20:00,2019
0.05,19,04,19:30:00,2019,입산자실화,산31-38,관성,천안 동남,병천,충남,19,금요일,04,18:09:00,2019
0.03,19,04,16:50:00,2019,쓰레기소각,산92-4,노곡,연천,백학,경기,19,금요일,04,14:53:00,2019
0.02,18,04,17:00:00,2019,기타,산13,,남,이장,광주,18,목요일,04,16:29:00,2019
0.1,18,04,14:48:00,2019,농산부산물소각,산128,중눌,상주,화남,경북,18,목요일,04,13:51:00,2019
0.02,18,04,14:10:00,2019,건축물화재비화,산44-2,,유성,성북,대전,18,목요일,04,13:24:00,2019
0.1,18,04,13:43:00,2019,기타,산140,홍계,포항 남,대송,경북,18,목요일,04,10:53:00,2019
0.05,17,04,23:30:00,2019,입산자실화,산68,,동,도,대구,17,수요일,04,20:49:00,2019
0.09,17,04,18:10:00,2019,기타,산103-1,삼성,양평,용운,경기,17,수요일,04,15:53:00,2019
0.12,17,04,17:40:00,2019,기타,산151-265외3필,문호,양평,서종,경기,17,수요일,04,14:57:00,2019
2,17,04,22:00:00,2019,기타,산6-2,장죽,안성,금광,경기,17,수요일,04,14:29:00,2019
0.2,17,04,14:51:00,2019,담뱃불실화,산53,삼옥,영월,영월,강원,17,수요일,04,13:52:00,2019
0.02,17,04,17:00:00,2019,기타,산96-1,백석,연천,미산,경기,17,수요일,04,13:41:00,2019
0.1,17,04,16:20:00,2019,쓰레기소각,산137,관하,청도,매전,경북,17,수요일,04,13:17:00,2019
0.02,17,04,12:30:00,2019,농산부산물소각,산74,,시흥,포,경기,17,수요일,04,11:07:00,2019
0.1,17,04,12:15:00,2019,기타,1-7(임),신천,가평,설악,경기,17,수요일,04,10:35:00,2019
0.05,16,04,19:00:00,2019,입산자실화,산129-1,삼전,논산,가야곡,충남,16,화요일,04,17:14:00,2019
0.01,16,04,18:20:00,2019,입산자실화,산278,초곡,창녕,장마,경남,16,화요일,04,17:01:00,2019
0.08,16,04,16:50:00,2019,기타,산63,반곡,홍천,서,강원,16,화요일,04,16:14:00,2019
0.5,16,04,15:33:00,2019,기타,산2-1외25필,,유성,대정,대전,16,화요일,04,13:40:00,2019
0.04,16,04,15:30:00,2019,쓰레기소각,산107-1,,김포,풍무,경기,16,화요일,04,12:11:00,2019
0.03,16,04,13:00:00,2019,기타,산138,오,기장,장안,부산,16,화요일,04,12:08:00,2019
0.01,20,02,19:00:00,2020,쓰레기소각,산36-1,월전,영동,용화,충북,20,목요일,02,16:12:00,2020
0.05,20,02,15:35:00,2020,농산부산물소각,산155,가천,울주,삼남,울산,20,목요일,02,14:50:00,2020
0.01,19,02,20:30:00,2020,기타,산8-9,진평,구미,,경북,19,수요일,02,19:27:00,2020
0.04,15,02,14:28:00,2020,입산자실화,산40-2,홍안,포항,홍해,경북,15,토요일,02,13:37:00,2020
0.04,15,02,13:40:00,2020,입산자실화,53-1,백일,남원,산내,전북,15,토요일,02,12:40:00,2020
0.15,11,02,23:46:00,2020,기타,산37,지호,군위,의흥,경북,11,화요일,02,22:37:00,2020
0.06,11,02,17:45:00,2020,농산부산물소각,산14,도곡,여주,금사,경기,11,화요일,02,16:47:00,2020
0.2,11,02,17:17:00,2020,기타,산26,광암,동두천,,경기,11,화요일,02,14:52:00,2020
0.05,11,02,15:40:00,2020,입산자실화,22-7,읍내,논산,노성,충남,11,화요일,02,14:46:00,2020
0.03,11,02,14:25:00,2020,입산자실화,718-8,송촌,파주,,경기,11,화요일,02,13:08:00,2020
0.08,11,02,14:30:00,2020,담뱃불실화,산22-1,운산,안동,일직,경북,11,화요일,02,11:34:00,2020
0.1,10,02,22:45:00,2020,입산자실화,산98-9,산곡,부평,,인천,10,월요일,02,21:43:00,2020
0.01,10,02,13:00:00,2020,농산부산물소각,723-1,사리,평택,서탄,경기,10,월요일,02,12:04:00,2020
0.06,10,02,12:19:00,2020,건축물화재비화,산51,신계,,목천,충남,10,월요일,02,10:35:00,2020
0.03,09,02,23:45:00,2020,입산자실화,산2-1,송단,논산,노성,충남,09,일요일,02,23:10:00,2020
0.01,09,02,22:05:00,2020,담뱃불실화,산141,상대원,성남,중원,경기,09,일요일,02,21:23:00,2020
0.03,09,02,22:24:00,2020,입산자실화,산385,오리,달성,가창,대구,09,일요일,02,21:10:00,2020
0.01,09,02,22:13:00,2020,건축물화재비화,산83,신성,청송,인덕,경북,09,일요일,02,20:55:00,2020
0.4,09,02,20:04:00,2020,담뱃불실화,산3,황둔,원주,신림,강원,09,일요일,02,18:48:00,2020
0.03,09,02,16:45:00,2020,건축물화재비화,산109,하곡,진주,이반성,경남,09,일요일,02,15:48:00,2020
0.05,09,02,18:00:00,2020,입산자실화,산109,대치,완주,비봉,전북,09,일요일,02,15:30:00,2020
0.01,09,02,14:30:00,2020,기타,산58,쌍암,보은,회인,충북,09,일요일,02,13:00:00,2020
0.01,08,02,18:30:00,2020,농산부산물소각,산166,하정,산청,신안,경남,08,토요일,02,17:50:00,2020
0.03,08,02,13:10:00,2020,입산자실화,산19,오금,파주,탄현,경기,08,토요일,02,12:25:00,2020
0.01,08,02,13:00:00,2020,기타,39-8,봉암,파주,파주,경기,08,토요일,02,12:11:00,2020
0.03,08,02,12:22:00,2020,쓰레기소각,산287,홍제,강릉,,강원,08,토요일,02,12:02:00,2020
0.03,08,02,07:54:00,2020,쓰레기소각,산144-42,백양,춘천,남산,강원,08,토요일,02,07:05:00,2020
0.01,06,02,16:29:00,2020,담뱃불실화,산71-3,금평,통영,사량,경남,06,목요일,02,15:32:00,2020
0.09,05,02,16:05:00,2020,건축물화재비화,산3-18,사곡,여주,점동,경기,05,수요일,02,14:31:00,2020
0.2,04,02,17:10:00,2020,농산부산물소각,산251-1,농상,완도,고금,전남,04,화요일,02,15:28:00,2020
0.2,04,02,14:50:00,2020,건축물화재비화,463-1,운학,용인,처인,경기,04,화요일,02,13:34:00,2020
0.05,04,02,15:00:00,2020,쓰레기소각,산57,고창,익산,웅포,전북,04,화요일,02,12:10:00,2020
0.06,04,02,12:00:00,2020,담뱃불실화,산6,난실,안성,양성,경기,04,화요일,02,11:16:00,2020
0.1,02,02,21:50:00,2020,입산자실화,산22-1,석천,충주,산척,충북,02,일요일,02,18:48:00,2020
0.02,01,02,19:03:00,2020,기타,산544,갈산,봉화,재산,경북,01,토요일,02,18:14:00,2020
0.1,01,02,16:53:00,2020,기타,산60-3,개단,봉화,물야,경북,01,토요일,02,15:23:00,2020
0.03,01,02,15:10:00,2020,기타,527.0,방산,시흥,,경기,01,토요일,02,14:25:00,2020
0.01,31,01,15:00:00,2020,기타,산28,풍암,홍천,서석,강원,31,금요일,01,13:20:00,2020
0.03,31,01,12:12:00,2020,쓰레기소각,999-10,교로,당진,석문,충남,31,금요일,01,11:11:00,2020
0.03,30,01,14:28:00,2020,기타,산59-29,감일,하남,,경기,30,목요일,01,13:33:00,2020
0.07,29,01,14:40:00,2020,입산자실화,422-16,석포,화성,장안,경기,29,수요일,01,13:46:00,2020
0.02,27,01,14:30:00,2020,담뱃불실화,242-5,문봉,고양,일산동,경기,27,월요일,01,14:00:00,2020
0.06,27,01,12:20:00,2020,기타,산5,인곡,문경,동로,경북,27,월요일,01,11:15:00,2020
0.16,27,01,10:45:00,2020,쓰레기소각,산3-71,소유,여주,금사,경기,27,월요일,01,08:30:00,2020
0.7,27,01,02:00:00,2020,입산자실화,산2-8,하신,공주,반포,충남,26,일요일,01,20:48:00,2020
0.01,26,01,14:55:00,2020,담뱃불실화,산14-3,고모,포천,소흘,경기,26,일요일,01,14:28:00,2020
0.05,24,01,16:10:00,2020,입산자실화,산11,현매,안성,서운,경기,24,금요일,01,15:30:00,2020
0.15,24,01,15:00:00,2020,담뱃불실화,산104,,동두천,탑,경기,24,금요일,01,13:18:00,2020
0.1,23,01,13:54:00,2020,기타,산154,하궁,횡성,우천,강원,23,목요일,01,12:58:00,2020
0.01,22,01,17:40:00,2020,기타,240.0,봉서,파주,파주,경기,22,수요일,01,16:56:00,2020
0.01,22,01,16:10:00,2020,건축물화재비화,산64,북곡,봉화,명호,경북,22,수요일,01,14:16:00,2020
0.01,21,01,14:46:00,2020,입산자실화,산106,고례,밀양,단장,경남,21,화요일,01,13:20:00,2020
0.05,21,01,13:20:00,2020,기타,산27-1,삼성당,포천,신북,경기,21,화요일,01,12:22:00,2020
